word;score;index_c_a
 превосходный ;0,4118;0,112782515611552
 очистительный ;0,4118;0,112782515611552
 академическая ;0,4107;0,110107741980376
 удельная ;0,4103;0,109133320466003
 ненужный ;0,4103;0,109133320466003
 кредитная ;0,4091;0,106204345953216
 обстоятельная ;0,4091;0,106204345953216
 сейсмический ;0,4091;0,106204345953216
 яркий ;0,4082;0,104001971393607
 исходный ;0,4078;0,103021579158218
 журнальная ;0,4074;0,102040224810568
 заметная ;0,4074;0,102040224810568
 небесная ;0,4074;0,102040224810568
 седьмой ;0,4068;0,100566385192268
 независимая ;0,4054;0,0971189550357625
 зимняя ;0,4051;0,0963786712265079
 церковная ;0,4038;0,0931644268966001
 острый ;0,4033;0,0919254228971854
 дивный ;0,4032;0,0916774377750218
 небольшую ;0,403;0,091181282964546
 чужая ;0,4023;0,0894427999736055
 искусственное ;0,402;0,0886968096368841
 детская ;0,401;0,0862061483244322
 своеобразный ;0,401;0,0862061483244322
 земном ;0,4;0,083709268125845
 консультативное ;0,4;0,083709268125845
 пастырский ;0,4;0,083709268125845
 голубоватое ;0,4;0,083709268125845
 лексикографическое ;0,4;0,083709268125845
 бывшую ;0,4;0,083709268125845
 командное ;0,4;0,083709268125845
 погибшую ;0,4;0,083709268125845
 бессонный ;0,4;0,083709268125845
 удачливый ;0,4;0,083709268125845
 туннельная ;0,4;0,083709268125845
 астрономическая ;0,4;0,083709268125845
 наличными ;0,4;0,083709268125845
 шальной ;0,4;0,083709268125845
 жилищный ;0,4;0,083709268125845
 подлинные ;0,4;0,083709268125845
 синоптическая ;0,4;0,083709268125845
 поражающие ;0,4;0,083709268125845
 проектную ;0,4;0,083709268125845
 произвольные ;0,4;0,083709268125845
 эсеровское ;0,4;0,083709268125845
 возвратная ;0,4;0,083709268125845
 голодные ;0,4;0,083709268125845
 скотоводческая ;0,4;0,083709268125845
 человечье ;0,4;0,083709268125845
 четвертичная ;0,4;0,083709268125845
 разрозненная ;0,4;0,083709268125845
 восемнадцатая ;0,4;0,083709268125845
 дисперсионный ;0,4;0,083709268125845
 нейтральных ;0,4;0,083709268125845
 ликвидаторская ;0,4;0,083709268125845
 бессистемное ;0,4;0,083709268125845
 дождливая ;0,4;0,083709268125845
 будапештская ;0,4;0,083709268125845
 капиталистического ;0,4;0,083709268125845
 прекрасным ;0,4;0,083709268125845
 гладкой ;0,4;0,083709268125845
 произвольного ;0,4;0,083709268125845
 долинный ;0,4;0,083709268125845
 забытый ;0,4;0,083709268125845
 практические ;0,4;0,083709268125845
 индонезийский ;0,4;0,083709268125845
 литературного ;0,4;0,083709268125845
 троцкистская ;0,4;0,083709268125845
 невозможной ;0,4;0,083709268125845
 крестьянских ;0,4;0,083709268125845
 неаполитанская ;0,4;0,083709268125845
 суточная ;0,4;0,083709268125845
 часовые ;0,4;0,083709268125845
 милому ;0,4;0,083709268125845
 канцелярскую ;0,4;0,083709268125845
 низких ;0,4;0,083709268125845
 пишущего ;0,4;0,083709268125845
 выигрышная ;0,4;0,083709268125845
 неведомая ;0,4;0,083709268125845
 избранных ;0,4;0,083709268125845
 компенсаторное ;0,4;0,083709268125845
 колхозную ;0,4;0,083709268125845
 онкологическая ;0,4;0,083709268125845
 столетнее ;0,4;0,083709268125845
 пылевая ;0,4;0,083709268125845
 подробнейшее ;0,4;0,083709268125845
 общезаводской ;0,4;0,083709268125845
 поступательное ;0,4;0,083709268125845
 предварительные ;0,4;0,083709268125845
 целую ;0,4;0,083709268125845
 строчная ;0,4;0,083709268125845
 восточнославянский ;0,4;0,083709268125845
 сарматский ;0,4;0,083709268125845
 монополистический ;0,4;0,083709268125845
 самодержавный ;0,4;0,083709268125845
 классической ;0,4;0,083709268125845
